device,tid,sid,group,id,address,read_address,address_mpxa,address_mpxd,address_width,address_taw,address_tbb,read_address_mpxa,read_address_mpxd,read_address_width,type,len,factor,offset,unit,signed,min,max,persistent,protect,volatile,since,until,description
battery,0x50,0x58,cellMon,balancerEnabled,0x65,,,,,,,,,,enum,,,,,,,,,1,yes,rev.hw enum 60,,
battery,0x50,0x58,charger,current,0x14 0x15,,bridges.chargerAddr,bridges.chargerData,,,,,,,scalar,,0.001,,,,,,,,yes,rev.sw count 92 rev.hw enum 60,,Set charge current
battery,0x50,0x58,charger,_currentCalibration,,0x46 0x47,,,,,,bridges.chargerAddr,bridges.chargerData,,enum,,,,,,,,,,yes,rev.hw enum 60,,Multiplier applied on charger current reading for its calibration
battery,0x50,0x58,charger,finalVoltage,0x12 0x13,,bridges.chargerAddr,bridges.chargerData,,,,,,,scalar,,0.01,,,,,,,,yes,rev.sw count 92 rev.hw enum 60,,Set final charge voltage
battery,0x50,0x58,charger,mode,0x10,,bridges.chargerAddr,bridges.chargerData,,,,,,,enum,,,,,,,,,,yes,rev.sw count 91 rev.hw enum 60,,"Indicates the mode of the on-board charger. 0-Low power, 1-Idle, 2-Charging, 3-Accessory output, 5-Calibration, 99-Fault."
battery,0x50,0x58,charger,statusFlags,,0x02 0x03,,,,,,bridges.chargerAddr,bridges.chargerData,,count,,,,,,,,,,yes,rev.sw count 92 rev.hw enum 60,,.
battery,0x50,0x58,charger,_voltageCalibration,,0x42 0x43,,,,,,bridges.chargerAddr,bridges.chargerData,,enum,,,,,,,,,,yes,rev.hw enum 60,,Multiplier applied on charger voltage reading for its calibration
battery,0x50,0x58,bridges,i2cRegAddr,0x58 0x70,,,,,,,,,,count,,,,,,,,,,,rev.hw enum 60,,Indicates the address of the I2C device we want to address (high part) and the register within this I2C device (lower part) to accessed when accessing i2cData.
battery,0x50,0x58,bridges,i2cRegData,0x60,,,,,,,,,,count,,,,,,,,,1,yes,rev.hw enum 60,,
battery,0x50,0x58,bridges,chargerAddr,0x85,,,,,,,,,,count,,,,,,,,,1,,rev.hw enum 60,,
battery,0x50,0x58,bridges,chargerData,0x86,,,,,,,,,,count,,,,,,,,,1,yes,rev.hw enum 60,,
battery,0x50,0x58,calib,capsense,0xa030,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,-0.2,12,,,,,,,,rev.sw count 92 rev.hw enum 60,,"Sensitivity of the capsensing detection. 1 is less sensitive, 10 is most sensitive."
battery,0x50,0x58,calib,calibration01,0x01,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration02,0x02,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration03,0x03,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration04,0x04,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration05,0x05,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration06,0x06,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration07,0x07,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration08,0x08,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration09,0x09,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration10,0x0a,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration11,0x0b,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration12,0x0c,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration13,0x0d,,cellMon._channelAddr,cellMon._calibrationData,,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60,rev.sw count 102,
battery,0x50,0x58,calib,calibration01,0x01,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration02,0x02,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration03,0x03,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration04,0x04,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration05,0x05,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration06,0x06,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration07,0x07,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration08,0x08,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration09,0x09,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration10,0x0a,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration11,0x0b,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration12,0x0c,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration13,0x0d,,cellMon._channelAddr,cellMon._calibrationData,16,,,,,,scalar,,0.03,,%,yes,,,,,,rev.hw enum 60 rev.sw count 103,,
battery,0x50,0x58,calib,calibration3V3,0xa01c 0xa01d,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,0.001,,,,,,,,,rev.hw enum 60,,SMC6 ADC reference calibration (nominal value = 3V3)
battery,0x50,0x58,stats,v5VShorts,0xa059 0xa05a,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 108 rev.hw enum 60,,Number of times the internal 5.5V has been shorted.
battery,0x50,0x58,stats,vControlShorts,0xa057 0xa058,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 108 rev.hw enum 60,,Number of times the vControl has been shorted.
battery,0x50,0x58,stats,lowBattBuzzCount,0xa03a 0xa03b,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 103 rev.hw enum 60,,Number of times the buzzer did emit a sound because of a low battery.
battery,0x50,0x58,stats,cellVoltageCollapseCount,0xa04e 0xa04f,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 103 rev.hw enum 60,,Number of times the charging process detected a cell for which the voltage collapsed.
battery,0x50,0x58,stats,cellPartialShortCount,0xa04c 0xa04d,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 103 rev.hw enum 60,,Number of times the charging process detected a cell that is partially short.
battery,0x50,0x58,stats,cellDeadShortCount,0xa04a 0xa04b,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 103 rev.hw enum 60,,Number of times the charging process detected a cell that is dead short.
battery,0x50,0x58,stats,deepSleepAfterLongInactivityPeriodCount,0xa05d 0xa05e,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 108 rev.hw enum 60,,Number of times the battery entered deep sleep after X days of inactivity (specified in battery.config.deepSleepAfterLongInactivityPeriodDelay).
battery,0x50,0x58,stats,deepSleepAfterLowSocCount,0xa05f 0xa060,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 108 rev.hw enum 60,,Number of times the battery entered deep sleep due to SOC less than 10% during X days (specified in battery.config.deepSleepLowSocDelay).
battery,0x50,0x58,stats,deepSleepExtremeLowBatteryVoltageCount,0xa08f 0xa090,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,yes,rev.sw count 108 rev.hw enum 60,,Number of times the battery entered deep sleep due to an average voltage under 2.54V/cell.
battery,0x50,0x58,stats,dischargeEnergy,0xa06b 0xa06c 0xa06d 0xa06e,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,,,Wh,,,,,,yes,rev.sw count 108 rev.hw enum 60,,Total energy delivered by the battery over its life.
battery,0x50,0x58,stats,chargeEnergy,0xa067 0xa068 0xa069 0xa06a,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,,,Wh,,,,,,yes,rev.sw count 108 rev.hw enum 60,,Total energy stored in the battery over its life.
battery,0x50,0x58,stats,lmd,,0xd5 0xd6,,,,,,,,,scalar,,0.002142,,Ah,,,,,,yes,,,
battery,0x50,0x58,stats,reset,0x48 0x49,,,,,,,,,,count,,,,,,,,yes,,yes,,,
battery,0x50,0x58,stats,vControlShorts,0x9e,,,,,,,,,,count,,,,,,,,yes,,yes,,rev.hw enum 52,
battery,0x50,0x58,stats,ggjrCalib,0xec,,,,,,,,,,count,,,,,,,,yes,,yes,,,
battery,0x50,0x58,stats,resetWdt,0x9f,,,,,,,,,,count,,,,,,,,yes,,yes,,,
battery,0x50,0x58,stats,rtcResync,0x90,,,,,,,,,,count,,,,,,,,yes,,yes,,,
battery,0x50,0x58,stats,chargeTimeWorst,0x8c 0x8d,,,,,,,,,,scalar,,,,,,,,yes,,yes,,,
battery,0x50,0x58,stats,chargeTimeMean,0x8a 0x8b,,,,,,,,,,scalar,,,,,,,,yes,,yes,,,
battery,0x50,0x58,stats,lmdAdapt,0x91,,,,,,,,,,count,,,,,,,,yes,,yes,,,
battery,0x50,0x58,stats,battCycles,0x8e 0x8f,,,,,,,,,,count,,,,,,,,yes,1,yes,,,
battery,0x50,0x58,stats,battFullCycles,0x92 0x93,,,,,,,,,,count,,,,,,,,yes,,yes,,,
battery,0x50,0x58,stats,powerCycles,0x96 0x97,,,,,,,,,,count,,,,,,,,yes,1,yes,,,
battery,0x50,0x58,stats,vbattMax,0x98,,,,,,,,,,scalar,,0.416667,20.8333,%,,,,yes,,,,,"Maximum voltage ever seen by the battery, in percentage of its nominal voltage."
battery,0x50,0x58,stats,vbattMin,0x99,,,,,,,,,,scalar,,0.416667,20.8333,%,,,,yes,,,,,"Minimum voltage ever seen by the battery, in percentage of its nominal voltage."
battery,0x50,0x58,stats,vbattMean,,0x33,,,,,,,,,scalar,,0.416667,20.8333,%,,,,,,,,,"Average battery voltage read during 50s based on battery.status.vBatt, in percentage of its nominal voltage."
battery,0x50,0x58,stats,tbattMax,0x9c,,,,,,,,,,scalar,,,,,yes,,,yes,,,,,
battery,0x50,0x58,stats,tbattMin,0x9d,,,,,,,,,,scalar,,,,,yes,,,yes,,,,,
battery,0x50,0x58,stats,chargeAddr,0xf6,,,,,,,,,,count,,,,,,,,,,,rev.sw count 78,,"Indicates which charge statistic should be accessed when accessing chargeData. Value can be any value between 1 and 9, 1 being for 10% stat and 9 for 90% stat."
battery,0x50,0x58,stats,chargeData,0xf7 0xf8,,,,,,,,,,count,,,,,,,,,1,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge10,0x01,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge20,0x02,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge30,0x03,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge40,0x04,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge50,0x05,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge60,0x06,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge70,0x07,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge80,0x08,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,stats,charge90,0x09,,stats.chargeAddr,stats.chargeData,16,,,,,,count,,,,,,,,yes,,yes,rev.sw count 78,,
battery,0x50,0x58,rtc,time,0xa1 0xa2 0xa3 0xa4,,,,,,,,,,count,,,,,,,,,1,yes,,,Indicates current battery time in seconds. Its value is normally relative to assembly time.
battery,0x50,0x58,rtc,lastChargeTimeStamp,0xf2 0xf3 0xf4 0xf5,,,,,,,,,,count,,,,,,,,yes,1,yes,rev.sw count 77,,"Written on boot-up and shutdown, this register indicates when last minimum 10% charge was completed."
battery,0x50,0x58,rtc,lastValidTimeStamp,,0x19 0x1a 0x1b 0x1c,,,,,,,,,count,,,,,,,,,,yes,rev.sw count 77,,Indicates last valid battery time. This read-only register is set to rtc.time when written and then refresh each 34 minutes.
battery,0x50,0x58,rtc,ctrl,0xa0,,,,,,,,,,count,,,,,,,,,1,,,,
battery,0x50,0x58,rtc,status,,0xa5,,,,,,,,,enum,,,,,,,,,,,,,"Describes the status of the RTC: 0-in sync, 1-Write ok, 2-Read ok, 3-Update time, 4-Update ctrl, 5-Osc ok, 7-RTC detected."
battery,0x50,0x58,gg,ai,,0xd3 0xd4,,,,,,,,,scalar,,0.002142,,A,,,,,,yes,,,
battery,0x50,0x58,gg,voltage,,0xdf 0xe0,,,,,,,,,scalar,,0.008,,V,,,,,,yes,,,
battery,0x50,0x58,gg,soc,,0xbc,,,,,,,,,scalar,,,,%,,,,,,yes,,,
battery,0x50,0x58,gg,lmd,,0xd5 0xd6,,,,,,,,,count,,,,,,,,,,yes,,,
battery,0x50,0x58,gg,flags,,0xde,,,,,,,,,enum,,,,,,,,,,yes,,,
battery,0x50,0x58,gg,status,,0xde,,,,,,,,,enum,,,,,,,,,,,,,
battery,0x50,0x58,gg,temperature,,0xe1 0xe2,,,,,,,,,scalar,,0.25,-273,C,,,,,,yes,,,
battery,0x50,0x58,gg,dmfsd,0xb5,,,,,,,,,,count,,,,,,,,,,yes,,,Digital Magnitude Filter and Self Discharge rate
battery,0x50,0x58,gg,voltageDivider,0xed,,,,,,,,,,scalar,,0.1,,,,,,,,yes,,,"Gas gage external divider value. Indicates how the voltage is divided before reaching the GG. For example, if the battery voltage is 30V and this register is 10, the GG will have 3V at its input."
battery,0x50,0x58,config,maxPackTemperature,0xa055,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,,,C,yes,35,90,,,,rev.sw count 108 rev.hw enum 60,,Temperature of the cell pack over which the power gets interrupted. 255 means 60.
battery,0x50,0x58,config,minPackTemperature,0xa054,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,,,C,yes,-40,0,,,,rev.sw count 108 rev.hw enum 60,,Temperature of the cell pack under which the power gets interrupted. 255 means -30.
battery,0x50,0x58,config,maxGgTemperature,0xa053,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,,,C,yes,35,100,,,,rev.sw count 108 rev.hw enum 60,,Temperature of the gaz gauge (board) over which the power gets interrupted. 255 means 85.
battery,0x50,0x58,config,minGgTemperature,0xa052,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,,,C,yes,-40,0,yes,,,rev.sw count 108 rev.hw enum 60,,Temperature of the gaz gauge (board) under which the power gets interrupted. 255 means -30.
battery,0x50,0x58,config,maxCellDeltaVoltage,0xa038,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,0.001,,V,,25,250,yes,,,rev.sw count 103 rev.hw enum 60,,"Delta voltage, between the lowest and the highest cell in the pack, over which the balancer is activated. 0.255 means 0.125."
battery,0x50,0x58,config,tailLampIntensity,0x43,,,,,,,,,,scalar,,,,%,,,,,,,rev.sw count 100 rev.hw enum 60,,Controls the intensity of the tail Lamp. 0: OFF. 1-100%: On.
battery,0x50,0x58,config,shipMode,0x37,,,,,,,,,,enum,,,,,,,,,1,,rev.sw count 106 rev.hw enum 60,,"Determines if the battery is to go in ship mode (only external power can wake it) upon its next shutdown. We need to first write 0xaa and then the desired value to set the value. 0-Normal mode, 1-Ship mode"
battery,0x50,0x58,config,deepSleepAfterLongInactivityPeriodDelay,0xa05b,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,,,days,,,,,,,rev.sw count 108 rev.hw enum 60,,Number of days the battery entered deep sleep after inactivity (Default = 60)
battery,0x50,0x58,config,deepSleepLowSocDelay,0xa05c,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,scalar,,,,days,,,,,,,rev.sw count 108 rev.hw enum 60,,Number of days after which the battery automatically goes in deep sleep when its Soc is low (Default = 7).
battery,0x50,0x58,config,commMode,0x2a,,,,,,,,,,enum,,,,,,,,,1,,,,"Determines how the battery communicates. To change the value, we must first write 0xaa to this register and then write 1 to switch to I2C or 2 to switch to CAN."
battery,0x50,0x58,config,autoSwitchComm,0x7e,,,,,,,,,,enum,,,,,,,,,1,,,,"Allow to switch communication mode without shutdown. Write 0xAA, then 0x01. Comm. mode switches. Communicate with desired comm. mode before 5s (100ms min) to validate. Write 0 to desactivate."
battery,0x50,0x58,config,wakeOnPowerVoltage,0x14,,,,,,,,,,scalar,,,,V,,,,yes,1,,rev.sw count 96,,Specifies if the battery should wake up automatically when a voltage is present on the vPower. A value of 0 disables the feature.
battery,0x50,0x58,config,allowBuckChargingOnBike,0x12,,,,,,,,,,enum,,,,,,,,,1,,rev.sw count 103 rev.hw enum 60,,"Specifies if the battery can recharge in buck mode even on a bike. Make sure it is IMPOSSIBLE to have an accessory output before setting this to 1. 0: Disallow, 1: Allow."
battery,0x50,0x58,config,diag,0x46,,,,,,,,,,enum,,,,,,,,,,,,,
battery,0x50,0x58,config,type,0x3d,,,,,5.000000,,,,,enum,,,,,,,,,1,,,,
battery,0x50,0x58,config,vbattNominal,0x50,,,,,5.000000,,,,,scalar,,,,,,,,,1,,,,
battery,0x50,0x58,config,accessoryMounted,0x44,,,,,0.5,,,,,enum,,,,,,,,,,,,,
battery,0x50,0x58,config,accessoryEnabled,0x22,,,,,,,,,,enum,,,,,,,,,,,,,
battery,0x50,0x58,config,accessoryVoltage,0x28,,,,,,,,,,scalar,,6,6,V,,,,yes,1,,,rev.hw enum 52,
battery,0x50,0x58,config,accessoryVoltage,0x28,,,,,,,,,,scalar,,0.1,,V,,,,yes,1,,rev.hw enum 60,,
battery,0x50,0x58,config,ilmd,0xb9,,,,,0.1,,,,,scalar,,0.54835,,Ah,,,,,1,,,,
battery,0x50,0x58,config,maxCharge,0xf9 0xfa,,,,,,,,,,scalar,,0.001,,A,,,,,1,,rev.sw count 80,,Maximum regen. current on vPower
battery,0x50,0x58,config,maxDischarge,0xfb 0xfc,,,,,,,,,,scalar,,0.001,,A,,,,,1,,rev.sw count 80,,Maximum drawn current on vPower
battery,0x50,0x58,config,cellCapacity,,0xfd 0xfe,,,,,,,,,scalar,,0.001,,Ah,,,,,1,,rev.sw count 80,,
battery,0x50,0x58,config,packSerial,0xae,,,,,,,,,,count,,,,,,,,,1,,rev.sw count 80,,
battery,0x50,0x58,config,packParallel,,0xaf,,,,,,,,,count,,,,,,,,,1,,rev.sw count 80,,
battery,0x50,0x58,config,nac,0xe5 0xe6,0xdb 0xdc,,,,,,,,,count,,,,,,,,,1,,,,
battery,0x50,0x58,config,forceDone,0x47,,,,,,,,,,count,,,,,,,,,,yes,,,Setting this register to 0x45 will force SOC to 100%
battery,0x50,0x58,config,shutdown,0x25,,,,,,,,,,enum,,,,,,,,,,,,,
battery,0x50,0x58,config,vPower,0x21,,,,,,,,,,enum,,,,,,,,,,,,,
battery,0x50,0x58,config,vControl,0x26,,,,,,,,,,enum,,,,,,,,,,yes,,,Enable/Disable vControl
battery,0x50,0x58,config,vBattInt,0x45,,,,,,,,,,enum,,,,,,,,,,yes,,,Enable/Disable vBattInt
battery,0x50,0x58,config,capsenseMode,0x29,,,,,,,,,,enum,,,,,,,,yes,1,,,,"Controls the mode of operation of the SoC level indicator. 0: Inactive, 1: Touch detect when the battery is OFF, 2: Touch detect when OFF and SoC indication when battery is ON. 3: red and blue colors . 4: 5levels SoC."
battery,0x50,0x58,config,_chargerCalibrationSourceFlags,0xa00b,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,,rev.hw enum 60,,"Controls charger calibration values source. 0xFF:Autocalibration value, Bit0 set:Voltage calibration value from EEPROM, Bit1 set:Current calibration from EEPROM"
battery,0x50,0x58,config,_chargerVoltageCalibrationValue,0xa007 0xa008,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,,rev.hw enum 60,,Contains voltage calibration value of the charger. This value is written at each charge if bit 0 of _chargerCalibrationSourceFlags is set.
battery,0x50,0x58,config,_chargerCurrentCalibrationValue,0xa009 0xa00a,,bridges.i2cRegAddr,bridges.i2cRegData,,,,,,,count,,,,,,,,,,,rev.hw enum 60,,Contains current calibration value of the charger. This value is written at each charge if bit 1 of _chargerCalibrationSourceFlags is set.
battery,0x50,0x58,config,slaConstantA,0x15,,,,,,,,,,scalar,,,,,,,,yes,1,,,rev.hw enum 52,Boat related (SOC estimator)
battery,0x50,0x58,config,slaConstantB,0x16,,,,,,,,,,scalar,,,,,,,,yes,1,,,rev.hw enum 52,Boat related (SOC estimator)
battery,0x50,0x58,config,slaConstantC,0x17,,,,,,,,,,scalar,,,,,,,,yes,1,,,rev.hw enum 52,Boat related (SOC estimator)
battery,0x50,0x58,config,slaConstantD,0x19,,,,,,,,,,scalar,,,,,,,,yes,1,,,rev.sw count 108 rev.hw enum 52,Boat related (SOC estimator)
battery,0x50,0x58,config,slaConstantD,0x13,,,,,,,,,,scalar,,,,,,,,yes,1,,rev.sw count 109,rev.hw enum 52,Boat related (SOC estimator)
battery,0x50,0x58,protect,unlock,0x71,,,,,,,,,,scalar,,,,,,,,,,,,,
battery,0x50,0x58,protect,mode,0xe7,,,,,0.1,,,,,count,,,,,,,,,1,,,,
battery,0x50,0x58,protect,ctrl,0xe8,,,,,5.5,,,,,count,,,,,,,,,1,,,,
motor,0x60,0x58,rev,sw,,0x20,,,,,,,,,count,,,,,,,,,,,,,
motor,0x60,0x58,rev,hw,,0x19,,,,,,,,,enum,,,,,,,,,,,,,
motor,0x60,0x58,rev,sub,,0x22,,,,,,,,,count,,,,,,,,,,,,,
motor,0x60,0x58,sn,pn,0x62 0x63,,,,,,,,,,count,,,,,,,,yes,1,,,,
motor,0x60,0x58,sn,location,0x6b,,,,,,,,,,string,1,,,,,,,yes,1,,rev.sw count 77,,
motor,0x60,0x58,sn,year,0x64,,,,,,,,,,count,,,,,,,,yes,1,,,,
motor,0x60,0x58,sn,month,0x65,,,,,,,,,,count,,,,,,,,yes,1,,,,
motor,0x60,0x58,sn,day,0x66,,,,,,,,,,count,,,,,,,,yes,1,,,,
motor,0x60,0x58,sn,item,0x60 0x61,,,,,,,,,,count,,,,,,,,yes,1,,,,
motor,0x60,0x58,sn,oem,0x67 0x68,,,,,,,,,,enum,,,,,,,,yes,1,,rev.sw count 77,,
motor,0x60,0x58,sn,product,0x69 0x6a,,,,,,,,,,enum,,,,,,,,yes,1,,rev.sw count 77,,
motor,0x60,0x58,sn,statorType,0x43,,,,,,,,,,enum,,,,,,,,yes,1,,,,
motor,0x60,0x58,protect,unlock,0xa5,,,,,,,,,,enum,,,,,,,,,,,,,
motor,0x60,0x58,geometry,circ,0x44 0x45,,,,,,,,,,scalar,,,,mm,,,,yes,1,,,,
motor,0x60,0x58,assist,level,0x09,,,,,,,,,,scalar,,1.5625,,%,yes,-100,100,,,,,,
motor,0x60,0x58,assist,levelOffSlope,0xd0 0xd1,,,,,,,,,,scalar,,3.05,,%/s,,,,yes,1,,rev.sw count 97,,Speed at which the assist level set in the motor decreases when the console stops sending requests (when it is removed for example).
motor,0x60,0x58,assist,direction,0x42,,,,,,,,,,enum,,,,,,0,1,,,,,,
motor,0x60,0x58,assist,maxSpeed,0x8b,,,,,,,,,,scalar,,,,km/h,,,,yes,1,,rev.sw count 76,,
motor,0x60,0x58,assist,maxSpeedDerateDelta,0xd3,,,,,,,,,,scalar,,9.091,,rpm,,,,yes,1,,rev.sw count 97,,Speed before maxSpeed to start derating.
motor,0x60,0x58,assist,vqDynamicFlag,0x8c,,,,,,,,,,enum,,,,,,0,1,yes,2,,rev.sw count 77,,
motor,0x60,0x58,assist,statorPn,0x6d 0x6e,,,,,,,,,,enum,,,,,,,,,1,,rev.sw count 90,,
motor,0x60,0x58,assist,regenInflex,0xd2,,,,,,,,,,scalar,,9.091,,rpm,,5,,yes,1,,rev.sw count 97,,Speed from which regen is not attenuated.
motor,0x60,0x58,assist,walkSpeedDecreaseStart,0x0b,,,,,,,,,,scalar,,0.1,,km/h,,,,yes,1,,rev.sw count 99,,"Speed from which the motor starts diminishing its assistance when using the ""walk mode""."
motor,0x60,0x58,assist,walkSpeedDecreaseEnd,0x0c,,,,,,,,,,scalar,,0.1,,km/h,,,,yes,1,,rev.sw count 99,,"Speed at which the motor gives no more assistance when using the ""walk mode""."
motor,0x60,0x58,assist,walkMaxLevel,0x0d,,,,,,,,,,scalar,,1.5625,,%,,,,yes,1,,rev.sw count 99,,Top level when assisting in walk mode.
motor,0x60,0x58,assist,walkLevel,0x0a,,,,,,,,,,scalar,,1.5625,,%,,,,,,,rev.sw count 99,,Top level when assisting in walk mode.
motor,0x60,0x58,assist,lowSpeedRampFlag,0x40,,,,,,,,,,enum,,,,,,,,yes,1,,rev.sw count 98,,Enables a lower speed ramp. 0: Ramp disabled; 1: Ramp enabled.
motor,0x60,0x58,torque,gaugePolarity,0x46,,,,,,,,,,enum,,,,,,,,yes,1,,,,
